Customer_ID,Days_Since_Last_Login,Avg_Time_Spent,Avg_Transaction_Value,avg_frequency_login_days,medium_of_operation,internet_option
fffe43004900440034003000310036003000,9,310.52,25374.79,12,?,Fiber_Optic
fffe43004900440031003300390035003900,2,31.21,19493.47,23,Desktop,Mobile_Data
fffe43004900440035003100350036003800,16,31.19,30279.62,Error,Smartphone,Mobile_Data
fffe43004900440036003000370034003400,15,32.94,12872.99,22,Smartphone,Wi-Fi
fffe43004900440035003800390036003800,18,130.4,27986.38,23,Smartphone,Fiber_Optic
fffe43004900440034003500320030003000,9,45.63,9493.02,10,?,Mobile_Data
fffe43004900440036003100310030003800,19,337.66,10642.14,26,Desktop,Mobile_Data
fffe43004900440035003900360038003800,24,98.13,12324.13,24,?,Fiber_Optic
fffe43004900440032003700350030003300,14,190.52,13930.77,16,Smartphone,Fiber_Optic
fffe43004900440031003800380034003600,10,303.36,42906.25,24,Both,Fiber_Optic
fffe43004900440035003600310033003200,13,1222.891148,77072.87,18,Desktop,Wi-Fi
fffe43004900440034003700380032003700,17,101,32835.95,17,Desktop,Mobile_Data
fffe43004900440035003700310038003000,21,413.01,39929.82,15,?,Fiber_Optic
fffe43004900440033003700340033003300,8,137.59,94392.42,16,Desktop,Fiber_Optic
fffe43004900440031003200330037003300,6,1056.07,67557.37,Error,Smartphone,Wi-Fi
fffe430049004400330030003800,16,859.4047478,36891.58,26,Desktop,Mobile_Data
fffe43004900440035003700330036003300,6,89.88,11015.48,16,Smartphone,Mobile_Data
fffe43004900440036003000330034003000,4,159.23,18367.24,5,Desktop,Fiber_Optic
fffe43004900440035003600310031003300,10,770.33,13699.92,29,Both,Wi-Fi
fffe43004900440034003300340039003900,15,124.99,3627.95,20,Smartphone,Fiber_Optic
fffe43004900440033003400300039003200,6,1042.257564,8316.95,14,Desktop,Fiber_Optic
fffe43004900440034003800350036003700,11,299.86,42643.76,13,Desktop,Fiber_Optic
fffe43004900440032003400320031003600,14,37.65,31745.39,13,Smartphone,Wi-Fi
fffe43004900440031003000350032003600,3,243.9,18836.09,19,Both,Mobile_Data
fffe43004900440031003100390037003400,4,457.49,1980.7,21,Smartphone,Fiber_Optic
fffe43004900440033003600300031003600,7,306.07,45549.82,24,Both,Mobile_Data
fffe43004900440034003900370034003000,7,418.26,41642.09,16,Desktop,Wi-Fi
fffe43004900440034003200360035003800,8,174.52,8408.91,-13.71575043,?,Mobile_Data
fffe43004900440032003200320030003000,18,894.0338674,32978.51,9,?,Fiber_Optic
fffe43004900440035003000370030003300,11,157.99,45688.46,51.70332217,?,Wi-Fi
fffe43004900440035003100340032003300,7,66.21,2092.06,15,Smartphone,Wi-Fi
fffe43004900440036003200340039003200,-999,32.4,37425.2,14,Desktop,Wi-Fi
fffe43004900440032003800370030003200,3,45.14,4101.19,17,Desktop,Mobile_Data
fffe43004900440036003100340031003900,12,96.98,34426.45,0.949579361,Smartphone,Wi-Fi
fffe43004900440032003900300032003900,20,79.7,42967.33,8,Smartphone,Wi-Fi
fffe43004900440033003000330031003100,3,509.36,2174.21,5,Desktop,Fiber_Optic
fffe43004900440035003400360035003700,22,343.04,92987.93,2,Smartphone,Mobile_Data
fffe43004900440035003000330037003200,19,87.4,35829.36,13,?,Wi-Fi
fffe43004900440031003400330030003600,15,249.2,43404.32,29,Smartphone,Mobile_Data
fffe43004900440032003500340035003400,7,643.09,48221.17,16,Desktop,Mobile_Data
fffe43004900440036003000390032003100,17,54.07,32847.73,9,Desktop,Fiber_Optic
fffe430049004400360038003000,22,962.6048204,24814,Error,Smartphone,Mobile_Data
fffe43004900440031003100320033003100,16,191.53,42025.68,11,Smartphone,Fiber_Optic
fffe43004900440032003200320034003700,24,83.01,25014.62,19,Smartphone,Mobile_Data
fffe43004900440036003100380034003000,6,102.97,23702.75,11,Desktop,Wi-Fi
fffe43004900440035003800320034003800,16,238.82,23082.52,16,Desktop,Fiber_Optic
fffe43004900440032003700340030003200,15,108.23,12806.28,5,Smartphone,Wi-Fi
fffe4300490044003200310037003400,-999,45.61,27800.24,9,Desktop,Mobile_Data
fffe430049004400330035003300,14,33.46,10920.67,15,Smartphone,Fiber_Optic
fffe43004900440031003300300032003100,13,30.61,30720.44,17,Smartphone,Wi-Fi
fffe4300490044003200350039003700,16,31.52,38839.04,26,?,Mobile_Data
fffe43004900440031003800330035003900,11,340.48,2936.23,6,?,Fiber_Optic
fffe4300490044003100350030003400,17,196.77,38078.82,15,Desktop,Wi-Fi
fffe43004900440033003900380038003800,13,949.9590463,49644.86,15,Desktop,Fiber_Optic
fffe43004900440033003100390031003500,10,34.8,30568.83,20,?,Fiber_Optic
fffe43004900440031003800370039003100,12,34.45,26783.21,20,Smartphone,Mobile_Data
fffe43004900440034003600310039003200,22,198.91,9325.24,18,Desktop,Mobile_Data
fffe4300490044003600320030003000,7,34.33,40893.4,23,?,Fiber_Optic
fffe43004900440033003900320036003000,20,156.68,1834.22,22,Desktop,Wi-Fi
fffe4300490044003900330039003800,14,123,14591.82,24,Smartphone,Wi-Fi
fffe43004900440032003800360038003300,10,608.57,13390.47,12,?,Wi-Fi
fffe4300490044003300310032003800,9,44.37,11212.82,5,Smartphone,Mobile_Data
fffe43004900440033003300320037003900,10,1060.500281,61211.16,15,Smartphone,Fiber_Optic
fffe43004900440031003400320037003200,9,343.48,22211.12,18,Both,Wi-Fi
fffe4300490044003800360030003000,16,1436.150399,92440.81,12,Both,Wi-Fi
fffe43004900440035003500330035003500,18,357.85,12243.77,20,Smartphone,Mobile_Data
fffe43004900440035003500310037003000,-999,1066.648021,46186.35,Error,Smartphone,Fiber_Optic
fffe43004900440031003600380030003100,16,343.97,22449.35,29,Both,Wi-Fi
fffe43004900440034003100370034003600,10,362.75,35403.38,Error,Smartphone,Fiber_Optic
fffe43004900440031003300320039003800,10,81.83,44501.35,22,Smartphone,Wi-Fi
fffe43004900440033003500310036003200,16,123.51,35410.09,7,?,Mobile_Data
fffe43004900440033003900380038003200,-999,106.62,21528.68,28,Desktop,Wi-Fi
fffe43004900440035003500320035003500,17,102.8,23167.4,28,Desktop,Fiber_Optic
fffe43004900440032003200320039003100,24,32.81,18457.04,26,Desktop,Fiber_Optic
fffe43004900440032003000300036003700,17,167.83,53733.6,15,Desktop,Wi-Fi
fffe43004900440031003400390037003100,14,155.05,13775.82,28,Smartphone,Fiber_Optic
fffe43004900440031003500360034003400,19,280.17,91740.57,19,?,Fiber_Optic
fffe43004900440035003800360034003500,17,1154.956054,20325.7,9,Smartphone,Mobile_Data
fffe43004900440031003700380032003300,19,1169.922456,4815.23,13,?,Wi-Fi
fffe43004900440035003200350035003500,9,371.47,27061.15,5,Smartphone,Mobile_Data
fffe43004900440035003100300032003100,6,126.67,14992.03,7,?,Wi-Fi
fffe4300490044003100300034003900,9,839.65,31792.21,6,Desktop,Fiber_Optic
fffe43004900440034003300370030003000,15,668.12,28723.62,15,Desktop,Mobile_Data
fffe43004900440032003700360037003800,12,64.77,13531.99,5,Smartphone,Fiber_Optic
fffe43004900440032003500300038003700,12,262.9,9275.93,13,Both,Fiber_Optic
fffe43004900440033003400360031003500,18,314.84,16304.95,Error,Desktop,Wi-Fi
fffe4300490044003300350031003000,22,69.48,48260.12,20,Desktop,Fiber_Optic
fffe4300490044003100350030003100,22,964.59,14309.58,-7.199103351,Smartphone,Mobile_Data
fffe43004900440035003500380031003400,13,351.41,14126.31,29,Both,Wi-Fi
fffe43004900440033003900360035003000,10,180.9,48567.2,24,Smartphone,Mobile_Data
fffe43004900440034003600330030003100,8,484.68,43374.34,25,Both,Mobile_Data
fffe43004900440034003900340030003400,13,434.14,79068.35,9,Both,Wi-Fi
fffe43004900440033003400320038003200,19,98.04,14953.59,14,Smartphone,Mobile_Data
fffe43004900440033003000370031003200,11,80.74,2142.56,16,Desktop,Wi-Fi
fffe4300490044003400390037003900,14,131.9,35709.03,8,Smartphone,Mobile_Data
fffe4300490044003500380035003000,5,44.84,75634.47,Error,?,Wi-Fi
fffe43004900440034003800370033003800,12,1802.686254,41635.93,28,Both,Mobile_Data
fffe43004900440033003400380039003000,2,112.19,26165.85,6,?,Mobile_Data
fffe43004900440033003700380039003100,7,445.83,37399.21,13,Both,Wi-Fi
fffe43004900440033003100360030003100,-999,305.27,32936.43,23,Smartphone,Fiber_Optic
fffe43004900440035003300380037003500,8,179.93,60354.05,8,?,Fiber_Optic
fffe430049004400380039003900,11,439.76,9013.42,26,Smartphone,Wi-Fi
fffe43004900440035003200340038003300,24,351.78,24841.21,18,?,Wi-Fi
fffe43004900440035003700380039003500,-999,1261.86,14977.59,15,?,Wi-Fi
fffe43004900440035003100300037003700,21,234.41,97451.31,8,Both,Fiber_Optic
fffe43004900440035003200370034003500,26,49.25,27842.62,22,Smartphone,Fiber_Optic
fffe4300490044003900390039003700,16,49.32,16385.86,-1.390297957,?,Wi-Fi
fffe43004900440033003300330034003600,7,459.56,6249.46,6,Desktop,Fiber_Optic
fffe43004900440034003700340038003700,5,135.03,47704.16,23,Smartphone,Fiber_Optic
fffe43004900440036003000330035003200,5,378.88,15434.33,23,Both,Wi-Fi
fffe43004900440031003800320032003900,-999,243.85,10803.51,16,?,Mobile_Data
fffe4300490044003900310034003400,4,255.6,72526.38,11,?,Mobile_Data
fffe43004900440031003500380033003600,6,314.23,66844.81,10,Desktop,Fiber_Optic
fffe4300490044003100310037003200,5,714,3368.04,28,Desktop,Wi-Fi
fffe4300490044003700300032003100,5,550.64,71583.9,5,Both,Mobile_Data
fffe43004900440035003100300039003300,7,378.57,92465.29,2,Desktop,Mobile_Data
fffe430049004400340037003300,9,385.34,41429.46,8,Smartphone,Fiber_Optic
fffe430049004400320037003500,20,30.9,40925.24,14,?,Mobile_Data
fffe43004900440031003500330038003100,16,51.94,19403.13,17,Desktop,Wi-Fi
fffe43004900440035003200320035003700,4,443.04,39537.89,13,?,Mobile_Data
fffe43004900440033003000390034003800,3,108.09,7728.71,21,Smartphone,Mobile_Data
fffe4300490044003300370031003500,11,-1031.433619,25936.89,15,Desktop,Wi-Fi
fffe43004900440036003100350035003700,19,257.38,9760.31,7,Smartphone,Fiber_Optic
fffe43004900440036003200370031003700,10,252.99,39731.54,9,Smartphone,Wi-Fi
fffe43004900440031003100380036003700,17,30.57,40777.13,3.219389345,Desktop,Mobile_Data
fffe43004900440033003500390039003000,6,238.74,74011.27,11,Desktop,Fiber_Optic
fffe43004900440031003500300039003100,8,1226.247035,33462.5,25,?,Fiber_Optic
fffe43004900440033003400310032003900,25,218.26,36287.57,-2.506518924,Desktop,Mobile_Data
fffe43004900440033003000340037003300,18,395.99,20318.93,22,Both,Mobile_Data
fffe4300490044003200340030003100,12,654.57,73463.55,6,Both,Wi-Fi
fffe43004900440031003100300039003000,12,172.43,8556.19,7,?,Wi-Fi
fffe43004900440032003800380031003600,26,34.59,1475.84,12,Smartphone,Wi-Fi
fffe43004900440034003700380039003600,13,486.99,23107.48,16,Both,Wi-Fi
fffe43004900440036003000330039003800,11,48.56,22497.51,19,Smartphone,Mobile_Data
fffe43004900440031003900380035003200,18,310.36,93579.98,Error,Desktop,Fiber_Optic
fffe43004900440031003600320037003000,10,512.23,46177.51,28,?,Fiber_Optic
fffe430049004400370033003100,23,86.59,20150.43,19,?,Fiber_Optic
fffe43004900440033003800310038003100,11,203.76,24194.44,28,Both,Wi-Fi
fffe43004900440034003700340031003300,16,540.42,86759.96,5,Smartphone,Mobile_Data
fffe43004900440034003000310034003700,14,384.32,6330.97,19,Both,Fiber_Optic
fffe43004900440035003600360032003300,11,34.91,46847.38,29,Desktop,Wi-Fi
fffe43004900440034003000300035003400,22,72.05,30238.86,12,Desktop,Wi-Fi
fffe43004900440034003000350034003400,23,114.59,41880.28,12,Smartphone,Fiber_Optic
fffe43004900440031003700320032003900,16,56.15,36752.85,9,Desktop,Fiber_Optic
fffe4300490044003500360038003500,15,881.9341677,3001.69,11,Desktop,Wi-Fi
fffe43004900440034003700380032003200,10,102.45,30580.79,27,Desktop,Mobile_Data
fffe43004900440031003000320034003900,12,31.07,84125.56,15,Smartphone,Fiber_Optic
fffe43004900440035003600350036003100,18,31.47,32435.41,15,Desktop,Fiber_Optic
fffe43004900440031003600380036003500,20,520.91,24844,Error,?,Mobile_Data
fffe43004900440033003100370037003100,19,34.27,20847.12,5,Desktop,Wi-Fi
fffe43004900440035003800380035003200,7,518.99,2839.32,20,Both,Wi-Fi
fffe4300490044003200320038003300,22,203.29,12242.7,21,Smartphone,Fiber_Optic
fffe43004900440035003300380030003900,15,397.73,23573.77,20,?,Mobile_Data
fffe43004900440032003300340035003700,18,110.33,43599.06,27,Desktop,Fiber_Optic
fffe43004900440032003900330032003500,13,184.06,40259.56,17,?,Wi-Fi
fffe43004900440032003900350032003800,11,45.27,43975.35,24,Desktop,Wi-Fi
fffe43004900440035003000390035003100,15,33.87,7216.89,19,Smartphone,Mobile_Data
fffe43004900440034003100310031003000,-999,582.73,15503.7,12,Desktop,Wi-Fi
fffe4300490044003700360033003800,4,54.47,39054.51,8,Smartphone,Wi-Fi
fffe4300490044003800380034003500,15,369.08,16298.07,12,Both,Mobile_Data
fffe43004900440036003100350036003100,13,661.02,41841.94,18,?,Fiber_Optic
fffe43004900440033003300390030003200,16,34.24,1647.43,25,Smartphone,Wi-Fi
fffe43004900440031003900320035003400,7,297.9,3952.18,27,Desktop,Mobile_Data
fffe4300490044003800330039003900,9,162.67,27380.31,11,Desktop,Wi-Fi
fffe43004900440032003500320037003700,21,1440.374841,75461.87,5,Desktop,Fiber_Optic
fffe43004900440035003300320038003500,15,1249.111705,27672.53,7,Desktop,Wi-Fi
fffe43004900440034003900380036003100,15,40.14,25672.32,12,?,Fiber_Optic
fffe4300490044003500370030003100,4,2428.850169,4233.1,24,Both,Mobile_Data
fffe43004900440031003600350039003400,7,335.55,11014.53,7,?,Mobile_Data
fffe4300490044003700360034003600,12,311.37,24239.43,6,Smartphone,Wi-Fi
fffe43004900440034003400390038003300,4,732.16,47804.43,9,Desktop,Wi-Fi
fffe4300490044003400320033003700,12,669.09,76289.99,19,Both,Fiber_Optic
fffe43004900440036003200320030003700,15,406.81,15860.16,20,Smartphone,Wi-Fi
fffe43004900440036003100340030003300,17,1035.055824,12458.1,5,Desktop,Wi-Fi
fffe43004900440031003400310034003900,24,67.78,25327.02,29,Smartphone,Fiber_Optic
fffe43004900440036003100330030003900,-999,144.5,26328.63,18,?,Wi-Fi
fffe4300490044003200300036003300,16,63.81,24121.39,27,Desktop,Fiber_Optic
fffe43004900440033003200300031003000,9,34.35,1252.82,22,Smartphone,Fiber_Optic
fffe43004900440032003000330038003000,17,166.04,30782.42,15,Smartphone,Fiber_Optic
fffe43004900440033003800390034003500,20,202.17,83172.98,1,Smartphone,Wi-Fi
fffe43004900440032003400330031003800,11,214.74,36533.21,8,Desktop,Wi-Fi
fffe43004900440033003100390031003000,13,620.19,13225.19,13,Desktop,Fiber_Optic
fffe43004900440034003500380033003200,18,447.13,9009.15,22,Smartphone,Wi-Fi
fffe43004900440032003200310038003900,9,1575.711972,39717.28,11,Desktop,Fiber_Optic
fffe43004900440031003900310036003400,15,440.56,91480.84,-10.27005345,Desktop,Wi-Fi
fffe4300490044003100310030003200,5,404.44,19384,5,Both,Fiber_Optic
fffe43004900440034003100350033003700,15,153.74,35610.53,21,?,Fiber_Optic
fffe43004900440034003500360032003300,14,806.21,1693.52,10,Both,Mobile_Data
fffe430049004400360036003000,12,-676.0285169,28531.65,9,Desktop,Wi-Fi
fffe4300490044003100300035003900,11,230.08,13534.33,5,Desktop,Mobile_Data
fffe4300490044003400310035003800,7,177.15,49105.17,19,Desktop,Wi-Fi
fffe43004900440036003200360033003700,5,779.97,32963.37,25,Both,Wi-Fi
fffe43004900440032003400360033003000,7,276.2,35842.04,7,?,Fiber_Optic
fffe43004900440035003300320032003900,-999,173.87,1045.85,24,?,Mobile_Data
fffe43004900440034003400390030003100,16,125.98,94737.2,19,Desktop,Fiber_Optic
fffe43004900440033003600320039003400,24,203.08,21223.13,27,Smartphone,Mobile_Data
fffe43004900440033003600350036003300,10,452.62,8104.24,10,Smartphone,Mobile_Data
fffe43004900440033003600360034003600,8,370.73,29162.05,17,Both,Wi-Fi
fffe43004900440035003700370032003000,20,30.06,11571.23,27,Desktop,Fiber_Optic
fffe43004900440035003800340034003000,10,31.63,47134.54,Error,Desktop,Wi-Fi
fffe4300490044003400390036003100,14,37.32,13447.86,10,?,Fiber_Optic
fffe4300490044003600340036003700,9,33.3,33283.99,16,Smartphone,Fiber_Optic
fffe43004900440035003900350032003800,7,1728.03,29708.53,5,Desktop,Wi-Fi
fffe43004900440034003900310033003300,6,133.21,21108.89,21,Smartphone,Wi-Fi
fffe43004900440033003700350034003800,15,38.95,5598.39,20,Smartphone,Fiber_Optic
fffe43004900440036003000380032003400,12,162.59,28038.24,18,Desktop,Mobile_Data
fffe43004900440032003000320035003700,13,-410.9781754,69845.81,8,Both,Fiber_Optic
fffe43004900440035003900330034003400,19,270.84,29078.34,27,Smartphone,Wi-Fi
fffe4300490044003800330031003100,14,108.16,27885.68,18,Smartphone,Mobile_Data
fffe43004900440035003200310038003100,11,168.46,25035.92,9,Desktop,Fiber_Optic
fffe43004900440033003500360035003500,4,1021.58,38154.03,Error,Both,Wi-Fi
fffe43004900440034003300310030003300,11,-1665.789329,97560.94,4,Smartphone,Mobile_Data
fffe43004900440035003000360038003600,-999,32.51,1031.54,25,Smartphone,Mobile_Data
fffe43004900440035003800370038003200,10,605.96,21652.52,28,Desktop,Wi-Fi
fffe43004900440034003600350035003000,14,148.05,74407.62,6,Desktop,Mobile_Data
fffe4300490044003700340032003800,23,167.63,39565.11,15,?,Mobile_Data
fffe43004900440035003900320035003400,9,686.45,6030.62,19,Both,Mobile_Data
fffe43004900440032003200300032003400,6,40.36,48521.6,29,?,Fiber_Optic
fffe43004900440033003200350035003600,12,33.07,31680.74,Error,Desktop,Wi-Fi
fffe4300490044003100310035003500,8,151.09,43525.39,Error,Desktop,Fiber_Optic
fffe43004900440033003400330036003000,12,416.62,45756.68,19,Smartphone,Fiber_Optic
fffe4300490044003400320034003400,1,77.31,43619.56,15,Desktop,Wi-Fi
fffe4300490044003600380033003300,3,160.27,30747.53,29,Desktop,Wi-Fi
fffe43004900440035003400360032003600,12,67.32,5578.64,12,Smartphone,Mobile_Data
fffe43004900440033003800370031003000,16,188.43,17202.44,6,Desktop,Fiber_Optic
fffe4300490044003200360031003800,7,816.95,38674.79,22,Both,Mobile_Data
fffe430049004400390030003700,13,346.03,48090.63,18,Desktop,Fiber_Optic
fffe43004900440031003000370036003600,17,30.97,34774.36,15,Desktop,Fiber_Optic
fffe43004900440031003900340032003800,9,83.13,22400.66,19,Desktop,Wi-Fi
fffe43004900440035003700300034003900,11,483.34,26125.07,2,Both,Mobile_Data
fffe43004900440036003200300034003800,7,277.56,47989.66,Error,Smartphone,Mobile_Data
fffe4300490044003800330031003900,18,309.05,22690.52,25,Both,Wi-Fi
fffe43004900440035003300300038003500,10,47.33,42950.52,Error,Smartphone,Wi-Fi
fffe43004900440033003100390031003400,15,281.42,29506.18,13,Smartphone,Fiber_Optic
fffe43004900440032003000300035003700,6,119.83,13147.91,-16.36076112,Smartphone,Wi-Fi
fffe43004900440032003200310033003800,16,45.73,46702.27,25,Desktop,Wi-Fi
fffe43004900440032003500380032003200,26,-781.4369582,24211.86,12,Desktop,Wi-Fi
fffe43004900440034003200310033003500,-999,34.33,29647.96,19,Desktop,Fiber_Optic
fffe43004900440035003400380039003400,10,140.93,32169.27,14,Desktop,Fiber_Optic
fffe43004900440036003200380038003700,16,495.67,16586.47,17,Desktop,Mobile_Data
fffe43004900440032003500370031003200,12,272.8,3804.67,11,Smartphone,Fiber_Optic
fffe4300490044003700340031003500,21,343.84,20705.98,14,Smartphone,Fiber_Optic
fffe43004900440033003700350034003200,10,1103.319661,4867.08,10,Desktop,Fiber_Optic
fffe43004900440032003300380032003300,14,179.24,28990.06,19,Smartphone,Fiber_Optic
fffe43004900440033003400390037003500,2,110.03,46600.77,Error,Desktop,Mobile_Data
fffe43004900440035003400330034003900,16,789.08,25110.26,29,Both,Mobile_Data
fffe4300490044003100310039003300,19,535.67,26148.76,10,Both,Fiber_Optic
fffe43004900440033003000330033003100,4,140.46,64924.82,11,Desktop,Wi-Fi
fffe43004900440033003900330039003300,21,30.16,24504.25,9,Desktop,Mobile_Data
fffe43004900440031003000300039003700,21,33.71,4651.93,7,Desktop,Mobile_Data
fffe4300490044003500310035003900,2,242.63,5521.59,7,Both,Wi-Fi
fffe43004900440031003100370030003300,19,33.95,22060.19,24,Smartphone,Mobile_Data
fffe43004900440035003200340037003800,-999,133.76,41262.35,Error,?,Fiber_Optic
fffe43004900440036003100360030003900,15,79.53,28074.58,19,Smartphone,Mobile_Data
fffe43004900440031003000300033003400,2,104.11,48097.45,7,Desktop,Fiber_Optic
fffe43004900440033003400340033003000,10,171.83,99455.79,17,Desktop,Fiber_Optic
fffe43004900440032003900360038003800,9,192.42,39111.52,16,Smartphone,Fiber_Optic
fffe4300490044003500320035003600,18,138.63,954.96,20,Smartphone,Mobile_Data
fffe43004900440032003000320039003200,24,257.09,15342.93,19,Desktop,Fiber_Optic
fffe4300490044003300380038003400,12,266.09,42765.33,26,Desktop,Wi-Fi
fffe43004900440033003100390033003600,10,1135.105465,25236.12,14,Smartphone,Fiber_Optic
fffe43004900440034003300360036003200,1,87.56,43196.05,12,Desktop,Wi-Fi
fffe43004900440034003600360030003200,9,40.86,29550.01,15,Smartphone,Fiber_Optic
fffe43004900440035003100340033003100,11,714.78,12082.79,25,Desktop,Wi-Fi
fffe430049004400310038003900,21,101,90505.17,8,Smartphone,Fiber_Optic
fffe43004900440035003100340039003800,20,257.97,75483.68,14,Both,Mobile_Data
fffe43004900440035003900360034003300,23,1285.284344,70939.52,11,Smartphone,Fiber_Optic
fffe43004900440033003000380034003900,6,249.01,16913.94,20,Smartphone,Fiber_Optic
fffe43004900440031003800330030003000,17,337.04,34558,26,?,Fiber_Optic
fffe43004900440034003800380039003700,3,97.03,48389.96,5,Smartphone,Fiber_Optic
fffe43004900440034003600350030003600,6,232.85,16891.93,27,Both,Mobile_Data
fffe43004900440034003100340034003800,9,31.42,25651.72,24,Smartphone,Mobile_Data
fffe43004900440033003400330038003400,15,785.82,17174.44,21,Smartphone,Wi-Fi
fffe43004900440032003500380034003500,15,-1621.281883,40057.67,29.78610668,Desktop,Mobile_Data
fffe43004900440032003200350033003300,-999,321.79,37844.12,23,Smartphone,Mobile_Data
fffe43004900440032003400390037003100,9,125.46,27546.25,17,Smartphone,Wi-Fi
fffe43004900440034003700310033003900,13,160.24,37367.26,29.27665737,Smartphone,Wi-Fi
fffe43004900440031003300380036003100,14,483.85,45050.56,22,Smartphone,Mobile_Data
fffe43004900440033003000330036003700,4,258.42,12080.34,29,Smartphone,Fiber_Optic
fffe4300490044003900390036003400,18,30.22,18652.25,8,Smartphone,Wi-Fi
fffe4300490044003300390038003800,3,381.65,30425.78,Error,Desktop,Fiber_Optic
fffe4300490044003400350035003000,4,1243.474104,21294.09,27,Desktop,Wi-Fi
fffe43004900440036003000330035003600,12,93.41,23318.4,24,Desktop,Wi-Fi
fffe4300490044003500330032003800,17,196.25,92199.24,11,Desktop,Mobile_Data
fffe43004900440035003100340035003500,12,30.47,26524.54,23,Smartphone,Mobile_Data
fffe43004900440035003100360031003500,15,156.25,25686.65,22,Desktop,Fiber_Optic
fffe43004900440031003200380031003000,24,31.06,31304.27,Error,Desktop,Wi-Fi
fffe4300490044003500310035003100,2,31.62,32189.73,5,Smartphone,Fiber_Optic
fffe43004900440031003100390031003000,4,32.73,28015.58,2,Smartphone,Mobile_Data
fffe43004900440031003700320035003200,15,542.19,14708.88,18,?,Mobile_Data
fffe430049004400380031003500,5,502.47,7299.2,20,Smartphone,Wi-Fi
fffe430049004400340032003300,7,532.51,98408.35,14,Smartphone,Mobile_Data
fffe43004900440034003400300035003400,23,95.01,11878.61,7,Smartphone,Fiber_Optic
fffe43004900440035003700360030003100,10,1024.793658,9015.57,17,Desktop,Mobile_Data
fffe43004900440033003900340034003300,15,230.01,31737.22,18,Desktop,Fiber_Optic
fffe43004900440035003100310032003600,10,242.37,44606.24,17,Both,Fiber_Optic
fffe4300490044003700390037003100,15,209.2,58675.38,19,Desktop,Wi-Fi
fffe43004900440031003500370039003500,23,247.01,48197.8,22,Smartphone,Wi-Fi
fffe43004900440032003000340034003600,9,60.26,52180.83,4,Smartphone,Mobile_Data
fffe4300490044003200310038003300,14,252.96,33952.7,25,Desktop,Fiber_Optic
fffe43004900440035003700360031003400,13,144.06,7562.8,28,?,Wi-Fi
fffe43004900440033003800360032003700,12,396.77,4829.25,15,?,Wi-Fi
fffe43004900440034003400330033003900,11,48.95,61130.83,1,?,Wi-Fi
fffe43004900440032003700350035003900,12,89.99,17989.26,9,Smartphone,Fiber_Optic
fffe43004900440032003400350036003000,7,1541.548044,8851.45,19,Smartphone,Mobile_Data
fffe43004900440031003600360030003500,5,144.7,9488.08,18,Desktop,Wi-Fi
fffe43004900440034003500340038003500,12,38.93,19844.66,15,?,Wi-Fi
fffe43004900440034003300360031003300,-999,137.78,84093.93,15,Desktop,Wi-Fi
fffe43004900440036003300380034003400,17,152.83,22407.37,13,Desktop,Wi-Fi
fffe43004900440035003300390033003600,23,274.43,30258.12,35.89847758,Desktop,Fiber_Optic
fffe43004900440031003600300030003600,22,68.41,3301.98,19,Smartphone,Wi-Fi
fffe43004900440035003100380038003000,12,128.27,63021.19,19,?,Mobile_Data
fffe43004900440032003900310031003400,3,126.48,35746.93,20,Desktop,Fiber_Optic
fffe43004900440033003400300030003400,12,775.88,17013.17,7,Desktop,Wi-Fi
fffe4300490044003600380037003000,19,79,2247.89,Error,?,Mobile_Data
fffe43004900440034003600340035003500,15,104.7,15469.08,8,?,Fiber_Optic
fffe43004900440031003000330030003800,7,565.83,3739.6,20,Smartphone,Mobile_Data
fffe4300490044003500320035003800,17,628.8,8598.82,24,Smartphone,Mobile_Data
fffe43004900440035003100340030003700,24,107.18,27472.23,8,Desktop,Wi-Fi
fffe43004900440031003700320036003200,-999,235.93,24136.39,0.553630302,Smartphone,Wi-Fi
fffe43004900440035003600300030003000,6,1136.696711,32720.35,14,Desktop,Wi-Fi
fffe43004900440032003400300031003400,-999,390.94,32749.15,14,Smartphone,Fiber_Optic
fffe43004900440032003900370035003600,-999,191.49,45163.18,24,?,Wi-Fi
fffe43004900440031003400340034003200,23,167.69,49498.65,9,Smartphone,Fiber_Optic
fffe4300490044003900350030003900,9,-474.144089,19371.91,-8.334617412,Desktop,Mobile_Data
fffe43004900440035003600360031003800,4,498.26,30221.71,36.14118992,Both,Mobile_Data
fffe43004900440033003600330037003400,6,42.69,16165.64,25,?,Fiber_Optic
fffe43004900440031003700300037003100,14,109.76,48695.58,8,Smartphone,Fiber_Optic
fffe43004900440033003600370038003000,20,187.47,45024.04,23,Desktop,Fiber_Optic
fffe43004900440034003600310035003600,21,36.56,45383.31,17,Desktop,Fiber_Optic
fffe43004900440034003400330036003800,12,172.57,35993.26,7,Desktop,Mobile_Data
fffe43004900440035003700340032003100,8,148.04,28109.37,27,Desktop,Fiber_Optic
fffe43004900440035003700300030003600,19,60.59,35456.94,18,Smartphone,Fiber_Optic
fffe43004900440031003200390035003800,12,770.02,35530.39,29,Smartphone,Fiber_Optic
fffe4300490044003300320038003300,21,72.92,4957.87,13,Desktop,Fiber_Optic
fffe4300490044003300320032003100,18,142.91,25329.52,Error,?,Fiber_Optic
fffe43004900440031003500310036003400,6,-855.0338123,25383.47,8,?,Fiber_Optic
fffe43004900440032003700320038003300,11,49.03,17022.13,21,Smartphone,Fiber_Optic
